time,event_type,entity_id,details
1788859680.964,RadioObservation,2->1,"condition=NORMAL, rssi=-39.303, snr=80.697, pdr=1.00"
1788859680.964,RadioObservation,3->2,"condition=NORMAL, rssi=-39.298, snr=80.702, pdr=1.00"
1788859682.079,UAVStateChanged,uav_1,"role=Scout, x=0.0, y=0.0, z=0.0"
1788859682.079,UAVStateChanged,uav_2,"role=Relay, x=0.0, y=0.0, z=0.0"
1788859682.079,UAVStateChanged,uav_3,"role=Designator, x=0.0, y=0.0, z=0.0"
1788859682.079,RadioObservation,1->2,"condition=DEGRADED, rssi=-39.303, snr=80.697, pdr=0.80"
1788859682.079,RadioObservation,1->3,"condition=NORMAL, rssi=-46.372, snr=73.628, pdr=1.00"
1788859682.079,RadioObservation,2->1,"condition=NORMAL, rssi=-39.303, snr=80.697, pdr=1.00"
1788859682.079,RadioObservation,2->3,"condition=NORMAL, rssi=-39.293, snr=80.707, pdr=1.00"
1788859682.079,RadioObservation,3->1,"condition=DEGRADED, rssi=-46.372, snr=73.628, pdr=0.80"
1788859682.079,RadioObservation,3->2,"condition=NORMAL, rssi=-39.293, snr=80.707, pdr=1.00"
1788859683.172,UAVStateChanged,uav_1,"role=Scout, x=0.0, y=0.0, z=0.0"
1788859683.172,UAVStateChanged,uav_2,"role=Relay, x=0.0, y=0.0, z=0.0"
1788859683.172,UAVStateChanged,uav_3,"role=Designator, x=0.0, y=0.0, z=0.0"
1788859683.172,RadioObservation,1->2,"condition=DEGRADED, rssi=-39.303, snr=80.697, pdr=0.80"
1788859683.172,RadioObservation,1->3,"condition=NORMAL, rssi=-46.372, snr=73.628, pdr=1.00"
1788859683.172,RadioObservation,2->1,"condition=NORMAL, rssi=-39.303, snr=80.697, pdr=1.00"
1788859683.172,RadioObservation,2->3,"condition=DEGRADED, rssi=-39.293, snr=80.707, pdr=0.80"
1788859683.172,RadioObservation,2->1,"condition=NORMAL, rssi=-39.303, snr=80.697, pdr=1.00"
1788859683.172,RadioObservation,1->3,"condition=NORMAL, rssi=-46.372, snr=73.628, pdr=1.00"
1788859683.172,RadioObservation,3->1,"condition=DEGRADED, rssi=-46.372, snr=73.628, pdr=0.80"
1788859683.172,RadioObservation,3->2,"condition=NORMAL, rssi=-39.293, snr=80.707, pdr=1.00"
1788859684.340,UAVStateChanged,uav_1,"role=Scout, x=0.0, y=0.0, z=0.0"
1788859684.340,UAVStateChanged,uav_2,"role=Relay, x=0.0, y=0.0, z=0.0"
1788859684.340,UAVStateChanged,uav_3,"role=Designator, x=0.0, y=0.0, z=0.0"
1788859684.340,RadioObservation,1->2,"condition=DEGRADED, rssi=-39.303, snr=80.697, pdr=0.80"
1788859684.340,RadioObservation,1->3,"condition=DEGRADED, rssi=-46.372, snr=73.628, pdr=0.83"
1788859684.340,TaskCreated,T001,RELAY created for target_1
1788859684.340,RadioObservation,1->3,"condition=NORMAL, rssi=-46.372, snr=73.628, pdr=0.86"
1788859684.340,RadioObservation,2->1,"condition=NORMAL, rssi=-39.303, snr=80.697, pdr=1.00"
1788859684.340,RadioObservation,2->3,"condition=DEGRADED, rssi=-39.293, snr=80.707, pdr=0.80"
1788859684.340,RadioObservation,3->1,"condition=DEGRADED, rssi=-46.372, snr=73.628, pdr=0.80"
1788859684.340,RadioObservation,3->2,"condition=NORMAL, rssi=-39.293, snr=80.707, pdr=1.00"
1788859685.422,UAVStateChanged,uav_1,"role=Scout, x=0.0, y=0.0, z=0.0"
1788859685.422,UAVStateChanged,uav_2,"role=Relay, x=0.0, y=0.0, z=0.0"
1788859685.422,UAVStateChanged,uav_3,"role=Designator, x=0.0, y=0.0, z=0.0"
1788859685.422,RadioObservation,1->2,"condition=DEGRADED, rssi=-39.303, snr=80.697, pdr=0.80"
1788859685.422,RadioObservation,1->3,"condition=NORMAL, rssi=-46.375, snr=73.625, pdr=0.86"
1788859685.422,RadioObservation,2->1,"condition=NORMAL, rssi=-39.303, snr=80.697, pdr=1.00"
1788859685.422,RadioObservation,2->3,"condition=DEGRADED, rssi=-39.298, snr=80.702, pdr=0.80"
1788859685.422,RadioObservation,3->1,"condition=DEGRADED, rssi=-46.375, snr=73.625, pdr=0.80"
1788859685.422,RadioObservation,3->2,"condition=NORMAL, rssi=-39.298, snr=80.702, pdr=1.00"
1788859686.459,UAVStateChanged,uav_1,"role=Scout, x=0.0, y=0.0, z=0.0"
1788859686.459,UAVStateChanged,uav_2,"role=Relay, x=0.0, y=0.0, z=0.0"
1788859686.459,UAVStateChanged,uav_3,"role=Designator, x=0.0, y=0.0, z=0.0"
1788859686.459,RadioObservation,1->2,"condition=DEGRADED, rssi=-39.303, snr=80.697, pdr=0.80"
1788859686.459,RadioObservation,1->3,"condition=NORMAL, rssi=-46.380, snr=73.620, pdr=0.86"
1788859686.459,RadioObservation,2->1,"condition=NORMAL, rssi=-39.303, snr=80.697, pdr=1.00"
1788859686.459,RadioObservation,2->3,"condition=DEGRADED, rssi=-39.308, snr=80.692, pdr=0.80"
1788859686.459,RadioObservation,3->1,"condition=NORMAL, rssi=-46.380, snr=73.620, pdr=1.00"
1788859686.459,RadioObservation,3->2,"condition=NORMAL, rssi=-39.308, snr=80.692, pdr=1.00"
1788859687.496,UAVStateChanged,uav_1,"role=Scout, x=0.0, y=0.0, z=0.0"
1788859687.496,UAVStateChanged,uav_2,"role=Relay, x=0.0, y=0.0, z=0.0"
1788859687.496,UAVStateChanged,uav_3,"role=Designator, x=0.0, y=0.0, z=0.0"
1788859687.496,RadioObservation,1->2,"condition=DEGRADED, rssi=-39.298, snr=80.702, pdr=0.80"
1788859687.496,RadioObservation,1->3,"condition=NORMAL, rssi=-46.382, snr=73.618, pdr=0.86"
1788859687.496,RadioObservation,2->1,"condition=NORMAL, rssi=-39.298, snr=80.702, pdr=1.00"
1788859687.496,RadioObservation,2->3,"condition=DEGRADED, rssi=-39.318, snr=80.682, pdr=0.80"
1788859687.496,RadioObservation,3->1,"condition=NORMAL, rssi=-46.382, snr=73.618, pdr=1.00"
1788859687.496,RadioObservation,3->2,"condition=NORMAL, rssi=-39.318, snr=80.682, pdr=1.00"
1788859688.562,UAVStateChanged,uav_1,"role=Scout, x=0.0, y=0.0, z=0.0"
1788859688.562,UAVStateChanged,uav_2,"role=Relay, x=0.0, y=0.0, z=0.0"
1788859688.562,UAVStateChanged,uav_3,"role=Designator, x=0.0, y=0.0, z=0.0"
1788859688.562,RadioObservation,1->2,"condition=DEGRADED, rssi=-39.303, snr=80.697, pdr=0.80"
1788859688.562,RadioObservation,1->3,"condition=NORMAL, rssi=-46.380, snr=73.620, pdr=0.86"
1788859688.562,RadioObservation,2->1,"condition=DEGRADED, rssi=-39.303, snr=80.697, pdr=0.80"
1788859688.562,RadioObservation,2->3,"condition=NORMAL, rssi=-39.308, snr=80.692, pdr=1.00"
1788859688.562,RadioObservation,3->1,"condition=NORMAL, rssi=-46.380, snr=73.620, pdr=1.00"
1788859688.562,RadioObservation,2->3,"condition=NORMAL, rssi=-39.308, snr=80.692, pdr=1.00"
1788859688.562,RadioObservation,3->1,"condition=NORMAL, rssi=-46.380, snr=73.620, pdr=1.00"
1788859688.562,RadioObservation,3->2,"condition=NORMAL, rssi=-39.308, snr=80.692, pdr=1.00"
1788859689.622,UAVStateChanged,uav_1,"role=Scout, x=0.0, y=0.0, z=0.0"
1788859689.622,UAVStateChanged,uav_2,"role=Relay, x=0.0, y=0.0, z=0.0"
1788859689.622,UAVStateChanged,uav_3,"role=Designator, x=0.0, y=0.0, z=0.0"
1788859689.622,RadioObservation,1->2,"condition=NORMAL, rssi=-39.303, snr=80.697, pdr=1.00"
1788859689.622,RadioObservation,1->3,"condition=NORMAL, rssi=-46.375, snr=73.625, pdr=1.00"
1788859689.622,RadioObservation,2->1,"condition=DEGRADED, rssi=-39.303, snr=80.697, pdr=0.80"
1788859689.622,RadioObservation,2->3,"condition=NORMAL, rssi=-39.298, snr=80.702, pdr=1.00"
1788859689.622,RadioObservation,3->1,"condition=DEGRADED, rssi=-46.375, snr=73.625, pdr=0.83"
1788859689.622,RadioObservation,3->2,"condition=NORMAL, rssi=-39.298, snr=80.702, pdr=1.00"
1788859689.622,RadioObservation,2->1,"condition=DEGRADED, rssi=-39.303, snr=80.697, pdr=0.80"
1788859689.622,RadioObservation,3->2,"condition=NORMAL, rssi=-39.298, snr=80.702, pdr=1.00"
1788859690.690,UAVStateChanged,uav_1,"role=Scout, x=0.0, y=0.0, z=0.0"
1788859690.690,UAVStateChanged,uav_2,"role=Relay, x=0.0, y=0.0, z=0.0"
1788859690.690,UAVStateChanged,uav_3,"role=Designator, x=0.0, y=0.0, z=0.0"
1788859690.690,RadioObservation,1->2,"condition=NORMAL, rssi=-39.298, snr=80.702, pdr=1.00"
1788859690.690,RadioObservation,1->3,"condition=NORMAL, rssi=-46.367, snr=73.633, pdr=1.00"
1788859690.690,RadioObservation,2->1,"condition=DEGRADED, rssi=-39.298, snr=80.702, pdr=0.67"
1788859690.690,RadioObservation,2->3,"condition=NORMAL, rssi=-39.288, snr=80.712, pdr=1.00"
1788859690.690,RadioObservation,3->1,"condition=DEGRADED, rssi=-46.367, snr=73.633, pdr=0.83"
1788859690.690,RadioObservation,2->3,"condition=NORMAL, rssi=-39.288, snr=80.712, pdr=1.00"
1788859690.690,RadioObservation,3->1,"condition=DEGRADED, rssi=-46.367, snr=73.633, pdr=0.83"
1788859690.690,RadioObservation,3->2,"condition=NORMAL, rssi=-39.288, snr=80.712, pdr=1.00"
1788859691.717,UAVStateChanged,uav_1,"role=Scout, x=0.0, y=0.0, z=0.0"
1788859691.717,UAVStateChanged,uav_2,"role=Relay, x=0.0, y=0.0, z=0.0"
1788859691.717,UAVStateChanged,uav_3,"role=Designator, x=0.0, y=0.0, z=0.0"
1788859691.717,RadioObservation,1->2,"condition=NORMAL, rssi=-39.298, snr=80.702, pdr=1.00"
1788859691.717,RadioObservation,1->3,"condition=NORMAL, rssi=-46.364, snr=73.636, pdr=1.00"
1788859691.717,RadioObservation,2->1,"condition=DEGRADED, rssi=-39.298, snr=80.702, pdr=0.40"
1788859691.717,RadioObservation,2->3,"condition=DEGRADED, rssi=-39.282, snr=80.718, pdr=0.83"
1788859691.717,RadioObservation,2->3,"condition=NORMAL, rssi=-39.282, snr=80.718, pdr=0.86"
1788859691.717,RadioObservation,3->1,"condition=DEGRADED, rssi=-46.364, snr=73.636, pdr=0.83"
1788859691.717,RadioObservation,3->2,"condition=NORMAL, rssi=-39.282, snr=80.718, pdr=1.00"
1788859692.775,UAVStateChanged,uav_1,"role=Scout, x=0.0, y=0.0, z=0.0"
1788859692.775,UAVStateChanged,uav_2,"role=Relay, x=0.0, y=0.0, z=0.0"
1788859692.775,UAVStateChanged,uav_3,"role=Designator, x=0.0, y=0.0, z=0.0"
1788859692.775,RadioObservation,1->2,"condition=NORMAL, rssi=-39.303, snr=80.697, pdr=1.00"
1788859692.775,RadioObservation,1->3,"condition=NORMAL, rssi=-46.364, snr=73.636, pdr=1.00"
1788859692.775,RadioObservation,2->1,"condition=DEGRADED, rssi=-39.303, snr=80.697, pdr=0.60"
1788859692.775,RadioObservation,2->3,"condition=DEGRADED, rssi=-39.277, snr=80.723, pdr=0.71"
1788859692.775,RadioObservation,2->1,"condition=DEGRADED, rssi=-39.303, snr=80.697, pdr=0.67"
1788859692.775,RadioObservation,1->3,"condition=NORMAL, rssi=-46.364, snr=73.636, pdr=1.00"
1788859692.775,RadioObservation,3->1,"condition=DEGRADED, rssi=-46.364, snr=73.636, pdr=0.60"
1788859692.775,RadioObservation,3->2,"condition=NORMAL, rssi=-39.277, snr=80.723, pdr=1.00"
1788859692.775,RadioObservation,2->1,"condition=DEGRADED, rssi=-39.303, snr=80.697, pdr=0.71"
1788859692.775,RadioObservation,3->2,"condition=NORMAL, rssi=-39.277, snr=80.723, pdr=1.00"
1788859693.824,UAVStateChanged,uav_1,"role=Scout, x=0.0, y=0.0, z=0.0"
1788859693.824,UAVStateChanged,uav_2,"role=Relay, x=0.0, y=0.0, z=0.0"
1788859693.824,UAVStateChanged,uav_3,"role=Designator, x=0.0, y=0.0, z=0.0"
1788859693.824,RadioObservation,1->2,"condition=NORMAL, rssi=-39.303, snr=80.697, pdr=1.00"
1788859693.824,RadioObservation,1->3,"condition=NORMAL, rssi=-46.364, snr=73.636, pdr=1.00"
1788859693.824,RadioObservation,2->1,"condition=DEGRADED, rssi=-39.303, snr=80.697, pdr=0.71"
1788859693.824,RadioObservation,2->3,"condition=DEGRADED, rssi=-39.277, snr=80.723, pdr=0.67"
1788859693.824,RadioObservation,3->1,"condition=DEGRADED, rssi=-46.364, snr=73.636, pdr=0.80"
1788859693.824,RadioObservation,3->2,"condition=NORMAL, rssi=-39.277, snr=80.723, pdr=1.00"
1788859694.887,UAVStateChanged,uav_1,"role=Scout, x=0.0, y=0.0, z=0.0"
1788859694.887,UAVStateChanged,uav_2,"role=Relay, x=0.0, y=0.0, z=0.0"
1788859694.887,UAVStateChanged,uav_3,"role=Designator, x=0.0, y=0.0, z=0.0"
1788859694.887,RadioObservation,1->2,"condition=NORMAL, rssi=-39.303, snr=80.697, pdr=1.00"
1788859694.887,RadioObservation,1->3,"condition=NORMAL, rssi=-46.364, snr=73.636, pdr=1.00"
1788859694.887,RadioObservation,2->1,"condition=DEGRADED, rssi=-39.303, snr=80.697, pdr=0.83"
1788859694.887,RadioObservation,2->3,"condition=DEGRADED, rssi=-39.277, snr=80.723, pdr=0.67"
1788859694.887,RadioObservation,3->1,"condition=DEGRADED, rssi=-46.364, snr=73.636, pdr=0.80"
1788859694.887,RadioObservation,3->2,"condition=NORMAL, rssi=-39.277, snr=80.723, pdr=1.00"
1788859695.928,UAVStateChanged,uav_1,"role=Scout, x=0.0, y=0.0, z=0.0"
1788859695.928,UAVStateChanged,uav_2,"role=Relay, x=0.0, y=0.0, z=0.0"
1788859695.928,UAVStateChanged,uav_3,"role=Designator, x=0.0, y=0.0, z=0.0"
1788859695.928,RadioObservation,1->2,"condition=NORMAL, rssi=-39.293, snr=80.707, pdr=1.00"
1788859695.928,RadioObservation,1->3,"condition=DEGRADED, rssi=-46.362, snr=73.638, pdr=0.83"
1788859695.928,RadioObservation,1->2,"condition=NORMAL, rssi=-39.293, snr=80.707, pdr=1.00"
1788859695.928,RadioObservation,2->3,"condition=DEGRADED, rssi=-39.282, snr=80.718, pdr=0.67"
1788859695.928,RadioObservation,2->1,"condition=NORMAL, rssi=-39.293, snr=80.707, pdr=1.00"
1788859695.928,RadioObservation,2->3,"condition=DEGRADED, rssi=-39.282, snr=80.718, pdr=0.80"
1788859695.928,RadioObservation,3->1,"condition=DEGRADED, rssi=-46.362, snr=73.638, pdr=0.75"
1788859695.928,RadioObservation,3->2,"condition=NORMAL, rssi=-39.282, snr=80.718, pdr=1.00"
1788859696.961,UAVStateChanged,uav_1,"role=Scout, x=0.0, y=0.0, z=0.0"
1788859696.961,UAVStateChanged,uav_2,"role=Relay, x=0.0, y=0.0, z=0.0"
1788859696.961,UAVStateChanged,uav_3,"role=Designator, x=0.0, y=0.0, z=0.0"
1788859696.961,RadioObservation,1->2,"condition=NORMAL, rssi=-39.288, snr=80.712, pdr=1.00"
1788859696.961,RadioObservation,1->3,"condition=DEGRADED, rssi=-46.359, snr=73.641, pdr=0.80"
1788859696.961,RadioObservation,2->1,"condition=NORMAL, rssi=-39.288, snr=80.712, pdr=1.00"
1788859696.961,RadioObservation,2->3,"condition=NORMAL, rssi=-39.282, snr=80.718, pdr=1.00"
1788859696.961,RadioObservation,3->1,"condition=DEGRADED, rssi=-46.359, snr=73.641, pdr=0.80"
1788859696.961,RadioObservation,3->2,"condition=NORMAL, rssi=-39.282, snr=80.718, pdr=1.00"
1788859698.012,UAVStateChanged,uav_1,"role=Scout, x=0.0, y=0.0, z=0.0"
1788859698.012,UAVStateChanged,uav_2,"role=Relay, x=0.0, y=0.0, z=0.0"
1788859698.012,UAVStateChanged,uav_3,"role=Designator, x=0.0, y=0.0, z=0.0"
1788859698.012,RadioObservation,1->2,"condition=NORMAL, rssi=-39.288, snr=80.712, pdr=1.00"
1788859698.012,RadioObservation,1->3,"condition=DEGRADED, rssi=-46.357, snr=73.643, pdr=0.80"
1788859698.012,RadioObservation,2->1,"condition=NORMAL, rssi=-39.288, snr=80.712, pdr=1.00"
1788859698.012,RadioObservation,2->3,"condition=NORMAL, rssi=-39.277, snr=80.723, pdr=1.00"
1788859698.012,RadioObservation,3->1,"condition=NORMAL, rssi=-46.357, snr=73.643, pdr=1.00"
1788859698.012,RadioObservation,3->2,"condition=NORMAL, rssi=-39.277, snr=80.723, pdr=1.00"
1788859699.069,UAVStateChanged,uav_1,"role=Scout, x=0.0, y=0.0, z=0.0"
1788859699.069,UAVStateChanged,uav_2,"role=Relay, x=0.0, y=0.0, z=0.0"
1788859699.069,UAVStateChanged,uav_3,"role=Designator, x=0.0, y=0.0, z=0.0"
1788859699.069,RadioObservation,1->2,"condition=NORMAL, rssi=-39.288, snr=80.712, pdr=1.00"
1788859699.069,RadioObservation,1->3,"condition=DEGRADED, rssi=-46.359, snr=73.641, pdr=0.80"
1788859699.069,RadioObservation,2->1,"condition=NORMAL, rssi=-39.288, snr=80.712, pdr=1.00"
1788859699.069,RadioObservation,2->3,"condition=NORMAL, rssi=-39.283, snr=80.717, pdr=1.00"
1788859699.069,RadioObservation,3->1,"condition=NORMAL, rssi=-46.359, snr=73.641, pdr=1.00"
1788859699.069,RadioObservation,3->2,"condition=NORMAL, rssi=-39.283, snr=80.717, pdr=1.00"
1788859700.097,UAVStateChanged,uav_1,"role=Scout, x=0.0, y=0.0, z=0.0"
1788859700.097,UAVStateChanged,uav_2,"role=Relay, x=0.0, y=0.0, z=0.0"
1788859700.097,UAVStateChanged,uav_3,"role=Designator, x=0.0, y=0.0, z=0.0"
1788859700.097,RadioObservation,1->2,"condition=NORMAL, rssi=-39.282, snr=80.718, pdr=1.00"
1788859700.097,RadioObservation,1->3,"condition=DEGRADED, rssi=-46.359, snr=73.641, pdr=0.80"
1788859700.097,RadioObservation,2->1,"condition=NORMAL, rssi=-39.282, snr=80.718, pdr=1.00"
1788859700.097,RadioObservation,2->3,"condition=NORMAL, rssi=-39.288, snr=80.712, pdr=1.00"
1788859700.097,RadioObservation,3->1,"condition=NORMAL, rssi=-46.359, snr=73.641, pdr=1.00"
1788859700.097,RadioObservation,3->2,"condition=NORMAL, rssi=-39.288, snr=80.712, pdr=1.00"
1788859701.113,UAVStateChanged,uav_1,"role=Scout, x=0.0, y=0.0, z=0.0"
1788859701.113,UAVStateChanged,uav_2,"role=Relay, x=0.0, y=0.0, z=0.0"
1788859701.113,UAVStateChanged,uav_3,"role=Designator, x=0.0, y=0.0, z=0.0"
1788859701.113,RadioObservation,1->2,"condition=NORMAL, rssi=-39.288, snr=80.712, pdr=1.00"
1788859701.113,RadioObservation,1->3,"condition=NORMAL, rssi=-46.362, snr=73.638, pdr=1.00"
1788859701.113,RadioObservation,2->1,"condition=NORMAL, rssi=-39.288, snr=80.712, pdr=1.00"
1788859701.113,RadioObservation,2->3,"condition=NORMAL, rssi=-39.288, snr=80.712, pdr=1.00"
1788859701.113,RadioObservation,3->1,"condition=NORMAL, rssi=-46.362, snr=73.638, pdr=1.00"
1788859701.113,RadioObservation,3->2,"condition=NORMAL, rssi=-39.288, snr=80.712, pdr=1.00"
1788859702.120,UAVStateChanged,uav_1,"role=Scout, x=0.0, y=0.0, z=0.0"
1788859702.120,UAVStateChanged,uav_2,"role=Relay, x=0.0, y=0.0, z=0.0"
1788859702.120,UAVStateChanged,uav_3,"role=Designator, x=0.0, y=0.0, z=0.0"
1788859702.120,RadioObservation,1->2,"condition=NORMAL, rssi=-39.293, snr=80.707, pdr=1.00"
1788859702.120,RadioObservation,1->3,"condition=NORMAL, rssi=-46.364, snr=73.636, pdr=1.00"
1788859702.120,RadioObservation,2->1,"condition=NORMAL, rssi=-39.293, snr=80.707, pdr=1.00"
1788859702.120,RadioObservation,2->3,"condition=NORMAL, rssi=-39.288, snr=80.712, pdr=1.00"
1788859702.120,RadioObservation,3->1,"condition=NORMAL, rssi=-46.364, snr=73.636, pdr=1.00"
1788859702.120,RadioObservation,3->2,"condition=NORMAL, rssi=-39.288, snr=80.712, pdr=1.00"
1788859703.149,UAVStateChanged,uav_1,"role=Scout, x=0.0, y=0.0, z=0.0"
1788859703.149,UAVStateChanged,uav_2,"role=Relay, x=0.0, y=0.0, z=0.0"
1788859703.149,UAVStateChanged,uav_3,"role=Designator, x=0.0, y=0.0, z=0.0"
1788859703.149,RadioObservation,1->2,"condition=NORMAL, rssi=-39.293, snr=80.707, pdr=1.00"
1788859703.149,RadioObservation,1->3,"condition=NORMAL, rssi=-46.362, snr=73.638, pdr=1.00"
1788859703.149,RadioObservation,2->1,"condition=NORMAL, rssi=-39.293, snr=80.707, pdr=1.00"
1788859703.149,RadioObservation,2->3,"condition=DEGRADED, rssi=-39.283, snr=80.717, pdr=0.80"
1788859703.149,RadioObservation,2->1,"condition=NORMAL, rssi=-39.293, snr=80.707, pdr=1.00"
1788859703.149,RadioObservation,1->3,"condition=DEGRADED, rssi=-46.362, snr=73.638, pdr=0.83"
1788859703.149,RadioObservation,3->1,"condition=DEGRADED, rssi=-46.362, snr=73.638, pdr=0.80"
1788859703.149,RadioObservation,3->2,"condition=DEGRADED, rssi=-39.283, snr=80.717, pdr=0.80"
1788859703.149,RadioObservation,3->2,"condition=DEGRADED, rssi=-39.283, snr=80.717, pdr=0.67"
1788859703.149,RadioObservation,3->1,"condition=DEGRADED, rssi=-46.362, snr=73.638, pdr=0.83"
1788859703.149,RadioObservation,1->2,"condition=NORMAL, rssi=-39.293, snr=80.707, pdr=1.00"
1788859704.191,UAVStateChanged,uav_1,"role=Scout, x=0.0, y=0.0, z=0.0"
1788859704.191,UAVStateChanged,uav_2,"role=Relay, x=0.0, y=0.0, z=0.0"
1788859704.191,UAVStateChanged,uav_3,"role=Designator, x=0.0, y=0.0, z=0.0"
1788859704.191,RadioObservation,1->2,"condition=NORMAL, rssi=-39.293, snr=80.707, pdr=1.00"
1788859704.191,RadioObservation,1->3,"condition=DEGRADED, rssi=-46.362, snr=73.638, pdr=0.83"
1788859704.191,RadioObservation,2->1,"condition=NORMAL, rssi=-39.293, snr=80.707, pdr=1.00"
1788859704.191,RadioObservation,2->3,"condition=DEGRADED, rssi=-39.283, snr=80.717, pdr=0.80"
1788859704.191,RadioObservation,3->1,"condition=DEGRADED, rssi=-46.362, snr=73.638, pdr=0.83"
1788859704.191,RadioObservation,3->2,"condition=DEGRADED, rssi=-39.283, snr=80.717, pdr=0.67"
1788859705.205,UAVStateChanged,uav_1,"role=Scout, x=0.0, y=0.0, z=0.0"
1788859705.205,UAVStateChanged,uav_2,"role=Relay, x=0.0, y=0.0, z=0.0"
1788859705.205,UAVStateChanged,uav_3,"role=Designator, x=0.0, y=0.0, z=0.0"
1788859705.205,RadioObservation,1->2,"condition=NORMAL, rssi=-39.277, snr=80.723, pdr=1.00"
1788859705.205,RadioObservation,1->3,"condition=DEGRADED, rssi=-46.357, snr=73.643, pdr=0.83"
1788859705.205,RadioObservation,2->1,"condition=NORMAL, rssi=-39.277, snr=80.723, pdr=1.00"
1788859705.205,RadioObservation,2->3,"condition=DEGRADED, rssi=-39.288, snr=80.712, pdr=0.80"
1788859705.205,RadioObservation,3->1,"condition=DEGRADED, rssi=-46.357, snr=73.643, pdr=0.83"
1788859705.205,RadioObservation,3->2,"condition=DEGRADED, rssi=-39.288, snr=80.712, pdr=0.67"
1788859706.216,UAVStateChanged,uav_1,"role=Scout, x=0.0, y=0.0, z=0.0"
1788859706.216,UAVStateChanged,uav_2,"role=Relay, x=0.0, y=0.0, z=0.0"
